qid,K,C,layer,train_input,test_input,decision_score,probability,fold
What is Preston the capital of?,0,1,17,cq,q,0.2942946075431785,0.5730471973637664,0
Who is the author of What Remains?,0,1,17,cq,q,-9.67610047456508,6.276184465146229e-05,1
Who was the director of Porky's Duck Hunt?,0,1,17,cq,q,3.869216551719657,0.9795521263006051,4
Who was the producer of M?,0,1,17,cq,q,1.6859178191503692,0.8436865587013646,4
Who is the father of Goi?,0,1,17,cq,q,-2.309894615071495,0.09030680185733919,2
What is Paddy Mullins's occupation?,0,1,17,cq,q,-2.5435777448175863,0.07285912471244656,2
What sport does Elias MacDonald play?,0,1,17,cq,q,-2.979217335748013,0.04837364486815152,4
What is Delhi the capital of?,0,1,17,cq,q,9.51944114579284,0.9999265947099765,0
Who was the producer of Long Pants?,0,1,17,cq,q,-6.955610028685287,0.0009523643775743435,0
In what country is Davidson?,0,1,17,cq,q,3.3718834135126365,0.9668141727521153,4
Who was the producer of The Robe?,0,1,17,cq,q,-1.972431399210787,0.12212797028742865,0
Who is the father of Mary of Woodstock?,0,1,17,cq,q,-0.8669106122027066,0.2958975457056671,4
Who is the mother of Hou Ji?,0,1,17,cq,q,1.2570998047125599,0.7785264513248815,4
What sport does Daniel Manzato play?,0,1,17,cq,q,0.005924231301903449,0.5014810534938269,2
In what city was Robert Creamer born?,0,1,17,cq,q,1.1210447399737933,0.7541824535604259,0
Who was the screenwriter for Where No One Has Gone Before?,0,1,17,cq,q,-0.45443635891053447,0.3883065011699964,3
What is Sardar Muhammad Yousaf Zaman's occupation?,0,1,17,cq,q,-2.5692599953403557,0.07114318943457652,1
Who was the director of Legend?,0,1,17,cq,q,-0.6342266173254405,0.34655278387325533,4
Who was the screenwriter for Computer Warriors?,0,1,17,cq,q,-4.364513338443903,0.012561057161197015,0
Who was the screenwriter for Il Boss?,0,1,17,cq,q,-4.447366884351686,0.011573836310206063,1
Who was the composer of The Best Offer?,0,1,17,cq,q,-0.5684837774964198,0.3615867588386503,3
Who is the author of Chosen?,0,1,17,cq,q,0.058809391835508595,0.5146981120300801,4
Who is the father of Seol Chong?,0,1,17,cq,q,-0.6911628114417985,0.3337744499934405,0
What is the capital of Egypt Eyalet?,0,1,17,cq,q,5.401427763965277,0.9955101130724007,0
In what city was Manon born?,0,1,17,cq,q,1.9596332833821073,0.8764932598054577,2
What genre is The Art of the Steal?,0,1,17,cq,q,-1.1580720278418937,0.2390177842347595,2
Who was the screenwriter for Pip?,0,1,17,cq,q,5.539702748720801,0.9960876722500028,3
Who is the father of Rafi-ush-Shan?,0,1,17,cq,q,0.7845977439997753,0.68667018605866,4
What is Thomas Widdrington's occupation?,0,1,17,cq,q,-0.3136773947659681,0.422217383246973,4
In what city was Mark Holzemer born?,0,1,17,cq,q,-7.330421841181782,0.0006548679644340645,1
What is the religion of Appalachian Bible College?,0,1,17,cq,q,-0.1215411143715055,0.4696520711261229,1
What is Gina Krog's occupation?,0,1,17,cq,q,3.361941635518871,0.9664937108844099,1
Who is the author of The Interruption of Everything?,0,1,17,cq,q,-3.179661876628558,0.0399382966781473,0
Who is the author of The New Troy?,0,1,17,cq,q,-5.068855221996572,0.006250304220465085,1
Who was the director of Guess Who?,0,1,17,cq,q,11.61387229032568,0.9999909602707125,4
Who is the author of The Prodigal Son?,0,1,17,cq,q,6.767175665678961,0.9988503824355426,3
"Who was the composer of Robinson Crusoe, Jr.?",0,1,17,cq,q,3.394614465959831,0.9675357994626097,4
Who was the director of Crave?,0,1,17,cq,q,-5.49933111965638,0.004072849969925928,1
Who was the producer of Amy's Baking Company?,0,1,17,cq,q,1.7924703745562034,0.8572298846753756,4
Who was the producer of Swingers?,0,1,17,cq,q,-4.452505172870454,0.01151520217427038,2
What sport does Thiago Quirino play?,0,1,17,cq,q,-0.12359450621701096,0.4691406463817784,2
What is John Jay's occupation?,0,1,17,cq,q,7.329205760063012,0.9993443357010466,3
What is the religion of Ohio Northern University?,0,1,17,cq,q,-8.384228947688083,0.0002283896575403072,2
Who was the screenwriter for Human Resources?,0,1,17,cq,q,0.9410942564997289,0.7193206391275392,3
Who was the producer of Perfect Day?,0,1,17,cq,q,1.9680806043749037,0.8774048017179968,4
Who was the director of Bread and Circuses?,0,1,17,cq,q,-0.7389957558838103,0.32322378332153257,4
What is the capital of Northumberland County?,0,1,17,cq,q,0.3491444448890171,0.5864100936683495,4
Who was the director of The Emerald City?,0,1,17,cq,q,-0.8663908561909832,0.2960058442967073,1
What is the capital of Lys?,0,1,17,cq,q,-0.4471412642810404,0.3900406706648376,4
Who was the director of The Empath?,0,1,17,cq,q,-8.173522838161064,0.0002819432294938745,1
What is the capital of Goondiwindi Region?,0,1,17,cq,q,2.8123531168322775,0.9433397243142622,4
Who was the composer of The Sanguine Fan?,0,1,17,cq,q,-1.8624066911681987,0.13442277904567024,4
Who was the screenwriter for Neighbors?,0,1,17,cq,q,-6.55412408822207,0.0014222042747494188,1
In what city was James W. Owens born?,0,1,17,cq,q,-0.6747854206008121,0.3374261346163573,1
Who was the composer of Ninnindale?,0,1,17,cq,q,1.8011697193785219,0.8582912646249105,4
In what city was Alfred Jefferis Turner born?,0,1,17,cq,q,-5.6629665846242165,0.0034601865628130293,4
What is the religion of Father Jean Bernard?,0,1,17,cq,q,-7.80569639504362,0.0004072416884400073,4
Who was the screenwriter for The Rubber Gun?,0,1,17,cq,q,-5.288423681480387,0.005024342454717548,0
What is the religion of Kenneth Steiner?,0,1,17,cq,q,-9.5798442010933,6.910293824777048e-05,0
Who was the producer of Don't Ever Leave Me?,0,1,17,cq,q,1.7018461019981226,0.8457756926733587,2
Who was the screenwriter for La Collectionneuse?,0,1,17,cq,q,0.23349364829798258,0.5581096436428984,0
What genre is No Doubt?,0,1,17,cq,q,16.291618401237066,0.9999999159302047,4
Who was the producer of The Turning Point?,0,1,17,cq,q,-1.2781158586054164,0.2178711168031336,1
Who is the author of Close to Home?,0,1,17,cq,q,0.29796455440628056,0.5739448599832973,2
What genre is SimTower?,0,1,17,cq,q,12.104872753924953,0.9999944675416118,0
Who was the director of The Closet?,0,1,17,cq,q,2.8634939440115152,0.9460120250104699,4
In what city was Billy McGinty born?,0,1,17,cq,q,-1.451638015090956,0.1897496019016287,3
Who was the producer of Rehab?,0,1,17,cq,q,-0.937402024525716,0.28142542011012034,1
Who was the director of Little 'Tinker?,0,1,17,cq,q,2.83810147223189,0.9447003638107556,3
Who was the composer of Mela?,0,1,17,cq,q,0.3710735861534067,0.5917183692027479,1
Who was the screenwriter for Being Human?,0,1,17,cq,q,2.52679271048814,0.9259988740774361,4
Who was the producer of The Search?,0,1,17,cq,q,-3.081740923588233,0.04386673878786453,4
Who was the composer of Annakili?,0,1,17,cq,q,1.2817694227118974,0.7827508207826276,2
Who is the father of Pierre Joxe?,0,1,17,cq,q,5.066391421812195,0.9937343738990824,1
Who is the author of The Story of the Daughters of Quchan?,0,1,17,cq,q,-7.310096102838336,0.0006683058485490976,1
Who was the producer of Jeans?,0,1,17,cq,q,-6.2169560950594525,0.001991336183465883,3
Who was the producer of Arthur 2: On the Rocks?,0,1,17,cq,q,-5.108921381460966,0.006006303395767416,3
Who was the producer of Parker?,0,1,17,cq,q,-3.930901251869133,0.01924821167927571,1
Who is the father of Abbot Oliba?,0,1,17,cq,q,4.3821717515241705,0.9876560903103953,4
Who was the screenwriter for Mantra?,0,1,17,cq,q,-7.502885503041458,0.0005511867694266537,2
Who is the mother of Lincoln Stedman?,0,1,17,cq,q,-0.23746272930192247,0.44091171562403186,2
What genre is Roper?,0,1,17,cq,q,2.1890097645625186,0.8992582336330258,4
What genre is Artur Lemba?,0,1,17,cq,q,2.4278373957196506,0.9189255616924991,0
Who is the father of Shi Jian?,0,1,17,cq,q,0.5124545104907763,0.6253816925249913,4
Who was the producer of Let America Laugh?,0,1,17,cq,q,-7.127913808750503,0.0008017482688629553,1
Who was the producer of Kites?,0,1,17,cq,q,-0.005477392561495931,0.4986306552831949,2
Who was the director of The Crocodile's Dilemma?,0,1,17,cq,q,5.376083041678651,0.9953953945015274,3
Who was the composer of Do It Again?,0,1,17,cq,q,2.122310001914486,0.8930527571137148,2
What is the religion of Robert J. Fox?,0,1,17,cq,q,-8.423979538794297,0.00021949106027691344,1
Who is the father of Mary of Waltham?,0,1,17,cq,q,3.7320598429481437,0.9766164187365828,4
Who is the father of Gao Wei?,0,1,17,cq,q,-0.0489142992858036,0.4877738627781782,4
Who was the producer of RV?,0,1,17,cq,q,-0.9985750944970837,0.2692216670153281,3
Who was the producer of The Holy Girl?,0,1,17,cq,q,-5.869916086522123,0.002815162706462671,2
Who was the composer of 1984?,0,1,17,cq,q,7.53435853980082,0.9994658814826411,2
Who was the producer of The Economics of Happiness?,0,1,17,cq,q,-2.5028131061947936,0.07566120597261398,0
What is the religion of Francesco Bonifacio?,0,1,17,cq,q,-5.66301041340676,0.0034600354350948223,3
Who is the father of Bridget Bendish?,0,1,17,cq,q,4.4988713671523595,0.9890007866144864,3
In what country is Ig?,0,1,17,cq,q,10.187982331049547,0.9999623817009861,3
Who was the producer of The Best Man?,0,1,17,cq,q,-1.5776819720543778,0.17112402186875975,1
Who is the author of The Origins and History of Consciousness?,0,1,17,cq,q,8.572486172249345,0.9998107942282859,0
In what city was Herman Hertzberger born?,0,1,17,cq,q,7.575281610309887,0.9994872870672614,4
Who was the composer of WarGames?,0,1,17,cq,q,4.624242055792973,0.9902842337660596,0
What is the religion of James VI and I?,0,1,17,cq,q,3.9823671344700404,0.9816996843794307,1
Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?,0,1,17,cq,q,-3.2931402078414953,0.03580727168331413,1
Who is the author of The Gathering?,0,1,17,cq,q,-1.9507515605316297,0.12447143128420851,2
In what city was Doc Parker born?,0,1,17,cq,q,5.224705453836064,0.9946468653184933,3
Who is the author of The Bishop's Heir?,0,1,17,cq,q,-1.6191147335860054,0.16532699543585144,0
What is Philadelphia the capital of?,0,1,17,cq,q,5.279936849483535,0.9949330523174446,2
Who was the composer of Trans?,0,1,17,cq,q,1.195093488686315,0.7676507926663981,1
Who is the author of Solar?,0,1,17,cq,q,3.431407746104682,0.9686718164378896,4
In what city was Dick Calmus born?,0,1,17,cq,q,-5.432638090154141,0.0043525207857964395,4
Who is the author of Hard Time?,0,1,17,cq,q,0.8307162868180189,0.6965063635998369,2
Who was the producer of The Wild Life?,0,1,17,cq,q,-5.278910827002656,0.005072122770248079,0
Who was the screenwriter for Drive?,0,1,17,cq,q,2.294771985223843,0.9084431305241426,1
Who was the producer of South of Heaven?,0,1,17,cq,q,0.5086864730946927,0.624498502655353,4
Who was the director of The Ragman's Daughter?,0,1,17,cq,q,-5.9417972871618225,0.0026204187513522467,2
Who was the screenwriter for Nowhere?,0,1,17,cq,q,-5.671925448312873,0.0034294315040643403,0
Who was the director of Submission?,0,1,17,cq,q,-2.6411701482000653,0.06653532270061563,1
Who is the mother of Dan?,0,1,17,cq,q,1.4241587515906469,0.8059895496904811,4
Who was the screenwriter for The Myth of Fingerprints?,0,1,17,cq,q,-4.5453606137968965,0.010504820838151947,2
Who was the screenwriter for The Betrayal?,0,1,17,cq,q,2.2536517126449125,0.9049650592157656,3
In what city was Joel Johnson born?,0,1,17,cq,q,-3.2556598184129943,0.03712404146812204,4
Who was the producer of This Island Earth?,0,1,17,cq,q,-1.4672698754977413,0.1873579341514334,4
Who was the composer of Julie Johnson?,0,1,17,cq,q,3.119440171063533,0.9576875485211026,3
Who was the composer of The Fog of War?,0,1,17,cq,q,9.294799138133055,0.9999081074901202,2
"Who is the father of Archduke Leopold of Austria, Prince of Tuscany?",0,1,17,cq,q,9.430532707157539,0.9999197699913501,0
Who was the producer of High Risk?,0,1,17,cq,q,-4.5431146182023205,0.010528192456056289,4
Who was the screenwriter for Coralie Lansdowne Says No?,0,1,17,cq,q,-6.903775519096449,0.0010029807093609355,2
Who was the director of Backstage?,0,1,17,cq,q,-1.0204745936046704,0.2649349657622889,0
Who is the author of Finder?,0,1,17,cq,q,0.7457202492118675,0.6782454486746013,1
In what city was Shawn Respert born?,0,1,17,cq,q,2.1949962377945837,0.8997992706070155,4
Who was the producer of Peter Gabriel?,0,1,17,cq,q,5.011062273827093,0.9933802918060269,3
In what city was Lance Hooper born?,0,1,17,cq,q,-2.4085095010649953,0.08252610186624047,3
In what city was Ralph Campney born?,0,1,17,cq,q,-10.220931150420858,3.6399062099695606e-05,1
Who was the director of Winner Takes All?,0,1,17,cq,q,-1.0643349644791957,0.25648190927240816,3
Who was the producer of Dawn?,0,1,17,cq,q,4.403555126885269,0.9879140863898517,4
What genre is Kanoon?,1,0,17,cq,q,-7.6386559661383515,0.00048124342951917344,2
Who is the author of Free to Choose?,1,0,17,cq,q,4.733707879475235,0.9912828527369738,0
What is Prague the capital of?,1,0,17,cq,q,6.242935445489675,0.9980596321263985,1
What is Barcelona the capital of?,1,0,17,cq,q,8.44043438413656,0.9997840903051598,0
What is the capital of Loir-et-Cher?,1,0,17,cq,q,6.258757717474992,0.9980900333740732,0
In what city was Offer Nissim born?,1,0,17,cq,q,2.218250955205298,0.9018765222865079,3
What is the capital of Guyana?,1,0,17,cq,q,7.704500957148937,0.999549409516217,2
Who is the father of Chimera?,1,0,17,cq,q,0.3923603004215843,0.5968507642119146,2
What is the capital of Vimmerby Municipality?,1,0,17,cq,q,-0.049644790473765577,0.4875913508120106,2
Who is the author of Superman & Batman: Generations?,1,0,17,cq,q,-12.15245318997517,5.275387268981204e-06,1
Who is the author of The Mysterious Mr Quin?,1,0,17,cq,q,2.2239622795933753,0.9023807886412827,3
What is the capital of Nebraska?,1,0,17,cq,q,4.746187626050934,0.9913900336799172,2
Who is the author of Elements?,1,0,17,cq,q,8.612583022957187,0.9998182293463165,3
Who is the father of Sally Aw?,1,0,17,cq,q,0.44896474043967305,0.6103930635384682,1
What is Algiers the capital of?,1,0,17,cq,q,7.29757296231011,0.999323277938358,2
What genre is Martin Garrix?,1,0,17,cq,q,3.1588666087744546,0.959256672799564,2
Who was the screenwriter for Man of La Mancha?,1,0,17,cq,q,3.1497719786765845,0.9588997361841156,3
Who was the screenwriter for Boudu Saved from Drowning?,1,0,17,cq,q,2.9418132762770153,0.9498751316442513,3
Who is the author of The Prince?,1,0,17,cq,q,16.45840437718496,0.9999999288449437,4
In what country is Spumoni Gardens?,1,0,17,cq,q,4.983532142300042,0.9931967756771227,3
What sport does 1973 Virginia Slims of Fort Lauderdale play?,1,0,17,cq,q,2.5213482641011087,0.925624927228739,1
Who is the author of The Trumpet-Major?,1,0,17,cq,q,1.5664706561451267,0.8272798901871188,0
Who is the father of Louis X of France?,1,0,17,cq,q,4.938748393425275,0.9928873928579977,1
In what country is KV Svalbard?,1,0,17,cq,q,6.1987541178375425,0.9979721598479366,1
What is the capital of Guadeloupe?,1,0,17,cq,q,8.443361289517501,0.9997847211926383,3
Who was the screenwriter for Lars and the Real Girl?,1,0,17,cq,q,-1.1055692177769019,0.24869784579262313,0
What sport does 2010 Veikkausliiga play?,1,0,17,cq,q,7.78856255099047,0.999585723491989,3
In what city was Moses the Black born?,1,0,17,cq,q,-0.3601740572381824,0.4109174322452931,4
Who was the producer of Afghan Massacre: The Convoy of Death?,1,0,17,cq,q,-7.069564983624979,0.000849880144305106,1
In what city was Giuseppe Bezzuoli born?,1,0,17,cq,q,-7.247843287758745,0.0007112015159003493,1
Who is the mother of Lulach?,1,0,17,cq,q,-0.7274971600790832,0.32574419852253506,1
What sport does Slower ball play?,1,0,17,cq,q,0.8008015124145655,0.6901459062934128,0
What is the religion of Marjorie Cameron?,1,0,17,cq,q,-1.5416559584984393,0.17629467607602692,0
Who was the composer of Toy Story?,1,0,17,cq,q,6.742172257836151,0.9988213100192451,2
In what city was Cornelis Springer born?,1,0,17,cq,q,1.7243176374975342,0.8486841397756049,1
What genre is Ministry?,1,0,17,cq,q,9.260758200648105,0.999904925834297,0
What genre is Joe Abercrombie?,1,0,17,cq,q,13.052942053151563,0.9999978562291431,4
What genre is Shaft?,1,0,17,cq,q,8.248930517422407,0.9997385302660591,1
In what country is Monti della Tolfa?,1,0,17,cq,q,6.769048665269405,0.9988525311850703,2
Who is the author of Gin Tama?,1,0,17,cq,q,6.943702899752334,0.9990362389095564,2
What genre is Frifot?,1,0,17,cq,q,-9.159184664603297,0.0001052375999293049,2
Who was the screenwriter for Absentia?,1,0,17,cq,q,-4.8199132281419175,0.008002923655905124,0
What is Perth the capital of?,1,0,17,cq,q,0.9779236671384677,0.7266960322985405,1
Who was the screenwriter for The Circus?,1,0,17,cq,q,4.180493619071483,0.9849393342098298,1
What is the capital of Likouala Department?,1,0,17,cq,q,2.4626847509924055,0.9214841275337202,1
In what country is BBC?,1,0,17,cq,q,16.354568973719093,0.999999921059312,1
What is the capital of Laos?,1,0,17,cq,q,9.3920071096319,0.9999166190335005,3
What genre is Sabotage?,1,0,17,cq,q,-0.25437371741185877,0.4367472725781861,2
What is the capital of Rabun County?,1,0,17,cq,q,3.5143513885171638,0.9710933628930201,0
Who was the composer of The Mission?,1,0,17,cq,q,4.636607350481221,0.9904024864283331,2
What is Stari Ras the capital of?,1,0,17,cq,q,8.857910424280519,0.9998577682326079,3
What genre is The Buckaroos?,1,0,17,cq,q,1.1712391259208552,0.7633689205245628,1
What sport does Richard Varga play?,1,0,17,cq,q,3.010800257188756,0.9530596683600568,1
In what country is Lutsk?,1,0,17,cq,q,3.749435720517705,0.9770099589378967,1
In what country is Buckskin Mountain State Park?,1,0,17,cq,q,9.453350065167992,0.9999215797590449,3
In what country is Post Carbon Institute?,1,0,17,cq,q,9.803119214655629,0.9999447241521198,4
What is the capital of Montenegro?,1,0,17,cq,q,11.141198267819835,0.9999854978373313,0
What sport does FC Dynamo Brest play?,1,0,17,cq,q,5.088837653556451,0.9938725947660466,3
What is the capital of Maryland?,1,0,17,cq,q,9.015014884400916,0.9998784441156794,3
